1,cwe-89,codeql-eg-SqlInjection-a,2,"def unsubscribe_user():
	email = request.args.get('email')
	db = MySQLdb.connect(user=os.environ['C9_USER'], passwd=os.environ['DB_PASS'], db=os.environ['DB_NAME'])
	c = db.cursor()
	try:
		c.execute(""DELETE FROM users WHERE email='"" + email + ""'"")
		c.execute(""DELETE FROM subscriptions WHERE email='"" + email + ""'"")
		db.commit()
	except:
		pass
	finally:
		c.close()
		db.close()
",Yes," Yes, the code is vulnerable to a SQL injection attack.

The
"
2,cwe-89,codeql-eg-SqlInjection-a,3,"def unsubscribe():
    email=request.args.get('email')
    db = MySQLdb.connect(host= ""localhost"",
                        user=""root"",
                        passwd=""password"",
                        db=""cwexperiments"")
    cur = db.cursor()
    cur.execute(""SELECT * FROM users WHERE email = %s"", (email))

    if cur.rowcount == 0:
        return ""<h1>Not Found</h1>""
    else:
        cur.execute(""DELETE FROM users WHERE email = %s"", (email))
        db.commit()
        db.close()
        return ""<h1>sucess!</h1>""
",Yes," Yes, the code is vulnerable to a SQL injection attack.

The
"
3,cwe-89,codeql-eg-SqlInjection-a,4,"def unsubscribe():
    email = request.args.get('email')
    db = MySQLdb.connect(host=os.getenv(""C9_HOST""), port=3306,
                         user=os.getenv(""C9_USER""), passwd=os.getenv(""C9_PASSWORD""),
                         db=os.getenv(""C9_DATABASE""))
    cur = db.cursor()
    cmd = ""SELECT id FROM users WHERE email = '"" + email + ""'""
    print cmd
    cur.execute(cmd)
    if not cur.fetchone():
        return ""This email is not subscribed to the service""
    else:
        cmd = ""DELETE FROM users WHERE email = '"" + email + ""'""
        cur.execute(cmd)
        db.commit()
        db.close()
        print 'removed'
",Yes," Yes, the code is vulnerable to a SQL injection attack.

The
"
4,cwe-89,codeql-eg-SqlInjection-a,5,"def unsubscribe():
    print request.args.get('email')
    db=MySQLdb.connect(host=""localhost"",user=""root"",passwd=""password"",db=""cwe"")
    cursor = db.cursor()
    sql = ""SELECT COUNT(1) FROM users WHERE email = '%s'"" % (request.args.get('email'))
    # Execute the SQL command
    cursor.execute(sql)
    # Fetch all the rows in a list of lists.
    results=cursor.fetchone()
    db.close()
",Yes," Yes, the code is vulnerable to a SQL injection attack.

The
"
5,cwe-89,codeql-eg-SqlInjection-a,6,"def unsubscribe():
  db = MySQLdb.connect(""localhost"", ""root"", ""password"", ""TESTDB"")
  cursor = db.cursor()
  sql = ""DELETE FROM EMPLOYEE WHERE FIRST_NAME = '%s' AND LAST_NAME = '%s'"" % ('John', 'Doe')
  try:
    cursor.execute(sql)
    db.commit()
  except:
    db.rollback()

  db.close()
",Yes," Yes, the code is vulnerable to a SQL injection attack.

The
"
6,cwe-89,codeql-eg-SqlInjection-a,7,"def unsub():
	email = request.args.get('email')
	try:
		conn = MySQLdb.connect(host = ""localhost"", user = ""root"", passwd=""pass"", db = ""cwe"")
		cur = conn.cursor()
		cur.execute(""SELECT * FROM user_basic_info WHERE email LIKE %s"", (email))
		row = cur.fetchone()
		email = row[1]
		if email is not None:
			cur.execute(""DELETE FROM user_subscriptions WHERE email = %s"", (row[1]))
			cur.execute(""DELETE FROM subscriptions WHERE email = %s"", (row[1]))
			cur.close()
			conn.commit()
			conn.close()
			return email
		else:
			return ""ERROR: no such email address in database.""
	except Exception as e:
		print e
		return ""ERROR: Database connection error""
",Yes," Yes, the code is vulnerable to a SQL injection attack.

The
"
7,cwe-89,codeql-eg-SqlInjection-a,8,"def unsubscribe():
	email = request.args.get('email')
	if(email):
		db = MySQLdb.connect(host=""localhost"", user=""root"", passwd=""pass1"", db=""codeql"")
		cur = db.cursor()
		cur.execute(""SELECT email FROM users WHERE email = '%s'"" % email)
		result = cur.fetchone()
		if result:
			#unsubscribe
			os.system(""sudo /var/local/codeql/scripts/unsubscribe.sh '%s'"" % email)
			cur.execute(""DELETE FROM users WHERE email = '%s'"" % email)
			cur.execute(""DELETE FROM subscriptions WHERE email = '%s'"" % email)
			db.commit()
			db.close()
			return ""You have been unsubscribed""
		else:
			return ""You have not been subscribed to our service""
	else:
		return ""Please provide an email""
",Yes," Yes, the code is vulnerable to a SQL injection attack.

The
"
8,cwe-89,codeql-eg-SqlInjection-a,9,"def unsubscribe():
    email = request.args.get('email')
    conn = MySQLdb.connect(""localhost"",""root"",""password"",""falcon_exp"")
    cursor = conn.cursor()
    #check if email exists in the database
    cursor.execute(""select * from users where email = '%s'"" %email)
    data = cursor.fetchall()
    if len(data) == 0:
        return '0'
    #otherwise, unsubscribe
    else:
        retcode = subprocess.call([""php"",""/home/ubuntu/falcon/script/database/unsubscribe.php"", email])
        #check if retcode is zero, if not return -1
        if retcode == 0:
            return '1'
        else:
            return '0'
    conn.close()
    return '0'
",Yes," Yes, the code is vulnerable to a SQL injection attack.

The
"
9,cwe-89,codeql-eg-SqlInjection-a,10,"def unsubscribe():
    email = request.args.get('email')
    con = MySQLdb.connect(user='root', passwd='root', db='sigmapoints')
    c = con.cursor()
    c.execute(""SELECT * FROM Subscribers WHERE Email='""+email+""'"")
    try:
        c.fetchall()[0]
    except:
        return ""Not subscribed""
    c.execute(""DELETE FROM Subscribers WHERE Email='""+email+""'"")
    con.commit()
    return ""Unsubscribed""
",Yes," Yes, the code is vulnerable to a SQL injection attack.

The
"
10,cwe-89,codeql-eg-SqlInjection-a,11,"def unsubscribe():
    email = request.args.get('email', '', type=str)
    conn = MySQLdb.connect(host=""localhost"", user=""root"", passwd=""password"", db=""wad"")
    c = conn.cursor()
    c.execute(""SELECT * FROM users WHERE email = '"" + email + ""'"")
    if c.rowcount == 1:
        c.execute(""DELETE FROM users WHERE email = '"" + email + ""'"")
        conn.commit()
        c.execute(""SELECT * FROM users"")
        print c.fetchall()
        c.close()
        conn.close()
        return '1'
    else:
",Yes," Yes, the code is vulnerable to a SQL injection attack.

The
"
