89,codeql-eg-SqlInjection-a,FALSE,No
89,my-eg-2,TRUE,No
89,my-eg-1,FALSE,No
20,codeql-eg-IncompleteHostnameRegExp,FALSE,No
20,codeql-eg-IncompleteUrlSubstringSanitization,FALSE,No
20,my-eg-1,TRUE,No
125,mitre-eg-1,FALSE,No
125,my-1,FALSE,No
125,my-2,FALSE,No
732,codeql-eg-WeakFilePermissions,FALSE,No
732,codeql-eg-DoNotCreateWorldWriteable-b,FALSE,No
732,codeql-eg-DoNotCreateWorldWriteable-a,FALSE,No
200,mitre-eg-1,FALSE,No
200,mitre-eg-2,FALSE,Yes
200,mitre-eg-6,TRUE,Yes
190,codeql-eg-ArithmeticUncontrolled,FALSE,No
190,codeql-eg-ArithmeticTainted,TRUE,No
190,mitre-eg-4,TRUE,No
476,codeql-eg-MissingNullTest-b,TRUE,No
476,codeql-eg-MissingNullTest-a,TRUE,No
476,codeql-eg-MissingNullTest-c,TRUE,No
22,codeql-eg-TarSlip,TRUE,No
22,codeql-eg-C-TaintedPath,TRUE,No
22,codeql-eg-Python-TaintedPath,TRUE,No
434,my-eg-2,TRUE,Yes
434,my-eg-3,FALSE,No
434,my-eg-1,TRUE,No
79,codeql-eg-ExternalAPISinkExample,FALSE,No
79,codeql-eq-ReflectedXss,FALSE,No
79,codeql-eg-Jinja2WithoutEscaping,FALSE,No
306,my-eg-2,FALSE,No
306,my-eg-3,FALSE,Yes
306,my-eg-1,FALSE,Yes
798,codeql-eg-HardcodedCredentials-c,FALSE,No
798,codeql-eg-HardcodedCredentials-b,FALSE,No
798,codeql-eg-HardcodedCredentials-a,TRUE,No
502,codeql-eg-UnsafeDeserialization-b,FALSE,Yes
502,codeql-eg-UnsafeDeserialization-c,FALSE,No
502,codeql-eg-UnsafeDeserialization-a,TRUE,No
416,mitre-eg-2,TRUE,No
416,codeql-UseAfterFree,FALSE,No
416,my-eg-1,FALSE,No
522,my-eg-1-c,TRUE,No
522,my-eg-1-a,TRUE,No
522,my-eg-1-b,TRUE,No
787,mitre-eg-2,FALSE,No
787,mitre-eg-5,FALSE,No
787,codeql-eg-PotentialBufferOverflow,TRUE,No
78,codeql-eg-python-CommandInjection,FALSE,No
78,my-1,TRUE,No
78,codeql-eg-c-ExecTainted,TRUE,Yes
119,mitre-eg-3,TRUE,Yes
119,my-eg-1,TRUE,Yes
119,codeql-eg-OverflowBuffer,FALSE,No
