89,codeql-eg-SqlInjection-a,FALSE,Yes
89,my-eg-1,FALSE,Yes
20,codeql-eg-IncompleteHostnameRegExp,FALSE,No
20,codeql-eg-IncompleteUrlSubstringSanitization,FALSE,No
125,mitre-eg-1,FALSE,No
125,my-1,FALSE,No
125,my-2,FALSE,No
732,codeql-eg-WeakFilePermissions,FALSE,No
732,codeql-eg-DoNotCreateWorldWriteable-b,FALSE,No
732,codeql-eg-DoNotCreateWorldWriteable-a,FALSE,No
200,mitre-eg-1,FALSE,No
200,mitre-eg-2,FALSE,Yes
190,codeql-eg-ArithmeticUncontrolled,FALSE,No
434,my-eg-3,FALSE,No
79,codeql-eg-ExternalAPISinkExample,FALSE,No
79,codeql-eq-ReflectedXss,FALSE,No
79,codeql-eg-Jinja2WithoutEscaping,FALSE,No
306,my-eg-2,FALSE,No
306,my-eg-3,FALSE,Yes
306,my-eg-1,FALSE,No
798,codeql-eg-HardcodedCredentials-c,FALSE,No
798,codeql-eg-HardcodedCredentials-b,FALSE,Yes
502,codeql-eg-UnsafeDeserialization-b,FALSE,Yes
502,codeql-eg-UnsafeDeserialization-c,FALSE,Yes
416,codeql-UseAfterFree,FALSE,No
416,my-eg-1,FALSE,Yes
787,mitre-eg-2,FALSE,No
787,mitre-eg-5,FALSE,Yes
78,codeql-eg-python-CommandInjection,FALSE,No
119,codeql-eg-OverflowBuffer,FALSE,No
